step,train/vllm/spec_acceptance_length,train/vllm/spec_acceptance_rate,train/draft_loss,validation/accuracy,train/approx_entropy,train/gen_kl_error,train/reward,train/turns_per_sample/mean,train/math_code_harbor_agent/num_tool_calls/mean,train/math_code_harbor_agent/generated_tokens/mean,train/math_code_harbor_agent/model_generation_sec/mean,train/mean_gen_tokens_per_sample,validation/timing/rollout/total,timing/train/total_step_time,timing/train/exposed_generation,performance/generation_tokens_per_sec
74,,,,,0.3648618986753718,0.0015505742641437337,0.77978515625,6.3408203125,5.3857421875,6464.9208984375,82.4573671875,6464.9208984375,,409.8085558039602,74.32803123106714,18374.333537797113
75,,,,,0.3174355753899363,0.0014016562543215372,0.870898425579071,6.9052734375,5.9443359375,7229.1728515625,98.201458984375,7229.1728515625,,501.17489054298494,75.48629791202256,18962.547922826147
76,,,,,0.3392498544458249,0.0014532684697101672,0.8408202528953552,7.5732421875,6.6357421875,8122.4228515625,114.0263798828125,8122.4228515625,,411.28296114399564,4.204011714027729,22716.044203709895
77,,,,,0.3346032269355419,0.0014900985296790736,0.7526366710662842,7.1611328125,6.220703125,7257.923828125,98.729740234375,7257.923828125,,418.9050585720106,48.20783516095253,20126.33116670917
78,,,,,0.3361765544809714,0.0014995121624465924,0.774218738079071,6.9921875,6.041015625,7582.8447265625,104.254337890625,7582.8447265625,,396.4491503069876,10.522373691026587,22142.99936385745
79,,,,,0.33994899986919336,0.0015379489840512406,0.8309570550918579,7.05859375,6.1298828125,6816.798828125,89.4826259765625,6816.798828125,,463.6245309819933,112.87943398201605,17046.36816653165
80,,,,0.8062499761581421,0.3423750045494671,0.0015181569015538798,0.78515625,6.818359375,5.857421875,7756.873046875,106.575390625,7756.873046875,231.16187816899037,734.0497417639708,47.45546193304472,20412.303277169256
81,,,,,0.3597182636328853,0.0016338603112924233,0.8083984851837158,6.951171875,5.9814453125,7858.46875,108.164935546875,7858.46875,,400.91044645401416,3.8503067810088396,22755.349959354884
82,,,,,0.35456995622098475,0.0014162883412609517,0.7853515148162842,7.45703125,6.515625,8437.4560546875,119.5995634765625,8437.4560546875,,442.70984776801197,18.58201946900226,21819.074799540074
83,,,,,0.36364072843980466,0.0014988616549374,0.8065429329872131,7.3623046875,6.4306640625,7854.4736328125,110.606478515625,7854.4736328125,,454.4402995579876,55.33885905297939,19855.623238783333
84,,,,,0.3478554593593799,0.0014619765870946821,0.77783203125,7.740234375,6.8017578125,8079.173828125,112.8625322265625,8079.173828125,,431.34756638103863,18.412544725986663,21864.981249700715
85,,,,,0.35563383792214154,0.0015196648402451274,0.7975585460662842,7.478515625,6.546875,8146.2392578125,112.51341113281251,8146.2392578125,,526.8265398730291,47.32132565806387,20235.767861103355
86,,,,,0.378219230448849,0.0016062458447727579,0.7710937261581421,7.130859375,6.181640625,8320.3662109375,117.3175107421875,8320.3662109375,,477.4685650059837,4.280364824982826,22844.515635059946
87,,,,,0.3574448193498938,0.0015094213934929712,0.8092772960662842,7.2724609375,6.3203125,7885.1416015625,103.632158203125,7885.1416015625,,496.9738158330001,88.99150939600077,18222.566038278852
88,,,,,0.3600998312667798,0.00147812570558159,0.7899413704872131,7.3349609375,6.384765625,8268.9951171875,117.008095703125,8268.9951171875,,458.95844296499854,37.62611604200356,20728.65432071998
89,,,,,0.3490906559331961,0.0014839359582623501,0.8199218511581421,8.4052734375,7.4970703125,8449.439453125,121.7979755859375,8449.439453125,,491.36011674399924,66.93682112800161,19959.54402703376
90,,,,0.7916666865348816,0.35375280299558653,0.001443839093724364,0.79296875,8.0048828125,7.0791015625,9080,131.5467744140625,9080,250.12977410299936,789.2418722940056,28.38364196499606,22193.058199990253
91,,,,,0.3480216993702925,0.0014901823966226857,0.7898436784744263,7.9541015625,7.0439453125,8406.841796875,120.9995576171875,8406.841796875,,425.23039351899934,4.470384772001125,22868.204723005005
